INSERT INTO `item_template` (`id`, `TYPE`, `gender`, `NAME`, `description`, `icon_id`, `part`, `is_up_to_up`, `power_require`, `gold`, `gem`, `head`, `body`, `leg`, `ruby`) VALUES
(1041, 5, 3, 'Thỏ hồng Bun ma', 'CT', 9975, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1042, 5, 3, 'Thỏ đỏ Chi Chi', 'CT', 9976, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1043, 5, 3, 'Thỏ đen Android 18', 'CT', 9977, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1044, 35, 3, '...', 'Vật phẩm sự kiện', 9979, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1045, 27, 3, 'Đuôi khỉ', 'Vật phẩm sự kiện', 5072, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1046, 27, 3, 'Pet Khỉ Bong Bóng', 'Vật phẩm sự kiện', 9978, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1047, 11, 3, 'Lồng đèn lon', 'Vật phẩm sự kiện', 9972, 80, 0, 0, 0, 0, -1, -1, -1, 0),
(1048, 0, 0, 'Áo Thiên Sứ', 'Giúp giảm sát thương', 10165, 1105, 0, 0, 0, 0, -1, -1, -1, 0),
(1049, 0, 1, 'Áo Thiên Sứ', 'Giúp giảm sát thương', 10185, 1115, 0, 0, 0, 0, -1, -1, -1, 0),
(1050, 0, 2, 'Áo Thiên Sứ', 'Giúp giảm sát thương', 10175, 1110, 0, 0, 0, 0, -1, -1, -1, 0),
(1051, 1, 0, 'Quần Thiên Sứ', 'Giúp bạn tăng HP', 10166, 1106, 0, 0, 0, 0, -1, -1, -1, 0),
(1052, 1, 1, 'Quần Thiên Sứ', 'Giúp bạn tăng HP', 10186, 1116, 0, 0, 0, 0, -1, -1, -1, 0),
(1053, 1, 2, 'Quần Thiên Sứ', 'Giúp bạn tăng HP', 10176, 1111, 0, 0, 0, 0, -1, -1, -1, 0),
(1054, 2, 0, 'Găng Thiên Sứ', 'Giúp bạn tăng sức đánh', 10168, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1055, 2, 1, 'Găng Thiên Sứ', 'Giúp bạn tăng sức đánh', 10188, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1056, 2, 2, 'Găng Thiên Sứ', 'Giúp bạn tăng sức đánh', 10178, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1057, 3, 0, 'Giầy Thiên Sứ', 'Giúp bạn tăng MP', 10167, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1058, 3, 1, 'Giầy Thiên Sứ', 'Giúp bạn tăng MP', 10187, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1059, 3, 2, 'Giầy Thiên Sứ', 'Giúp bạn tăng MP', 10177, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1060, 4, 0, 'Nhẫn Thiên Sứ', 'Giúp tăng Chí Mạng', 10169, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1061, 4, 1, 'Nhẫn Thiên Sứ', 'Giúp tăng Chí Mạng', 10189, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1062, 4, 2, 'Nhẫn Thiên Sứ', 'Giúp tăng Chí Mạng', 10179, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1063, 5, 0, 'Avatar Thiên Sứ', 'Giúp giảm sát thương', 9979, 1104, 0, 0, 0, 0, 1104, -1, -1, 0),
(1064, 5, 1, 'Avatar Thiên Sứ', 'Giúp giảm sát thương', 10099, 1114, 0, 0, 0, 0, 1114, -1, -1, 0),
(1065, 5, 2, 'Avatar Thiên Sứ', 'Giúp giảm sát thương', 10039, 1109, 0, 0, 0, 0, 1109, -1, -1, 0),
(1066, 27, 3, 'Mảnh Thiên Sứ(Áo)', 'Nguyên liệu nâng cấp đồ thiên sứ', 10197, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1067, 27, 3, 'Mảnh Thiên Sứ(Quần)', 'Nguyên liệu nâng cấp đồ thiên sứ', 10198, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1068, 27, 3, 'Mảnh Thiên Sứ(Giày)', 'Nguyên liệu nâng cấp đồ thiên sứ', 10199, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1069, 27, 3, 'Mảnh Thiên Sứ(Nhẫn)', 'Nguyên liệu nâng cấp đồ thiên sứ', 10201, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1070, 27, 3, 'Mảnh Thiên Sứ(Găng)', 'Nguyên liệu nâng cấp đồ thiên sứ', 10200, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1071, 27, 3, 'Công thức', 'Chế tạo trang bị thiên sứ Trái Đất', 10210, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1072, 27, 3, 'Công thức', 'Chế tạo trang bị thiên sứ Namếc', 10212, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1073, 27, 3, 'Công thức', 'Chế tạo trang bị thiên sứ Xayda', 10211, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1074, 27, 3, 'Đá nâng cấp cấp 1', 'Vật phẩm hổ trợ', 10202, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1075, 27, 3, 'Đá nâng cấp cấp 2', 'Vật phẩm hổ trợ', 10203, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1076, 27, 3, 'Đá nâng cấp cấp 3', 'Vật phẩm hổ trợ', 10204, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1077, 27, 3, 'Đá nâng cấp cấp 4', 'Vật phẩm hổ trợ', 10205, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1078, 27, 3, 'Đá nâng cấp cấp 5', 'Vật phẩm hổ trợ', 10195, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1079, 27, 3, 'Đá may mắn cấp 1', 'Vật phẩm hổ trợ', 10206, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1080, 27, 3, 'Đá may mắn cấp 2', 'Vật phẩm hổ trợ', 10207, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1081, 27, 3, 'Đá may mắn cấp 3', 'Vật phẩm hổ trợ', 10208, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1082, 27, 3, 'Đá may mắn cấp 4', 'Vật phẩm hổ trợ', 10209, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1083, 27, 3, 'Đá may mắn cấp 5', 'Vật phẩm hổ trợ', 10196, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1084, 27, 3, 'Công thức VIP', 'Chế tạo trang bị thiên sứ Trái Đất', 10213, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1085, 27, 3, 'Công thức VIP', 'Chế tạo trang bị thiên sứ Namếc', 10215, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1086, 27, 3, 'Công thức VIP', 'Chế tạo trang bị thiên sứ Xayda', 10214, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1087, 5, 3, 'Tanjiro', 'CT', 10216, -1, 0, 0, 0, 0, 1119, 1120, 1121, 0),
(1088, 5, 3, 'Inosuke Hashibira', 'CT', 10247, -1, 0, 0, 0, 0, 1122, 1123, 1124, 0),
(1089, 5, 3, 'Inosuke', 'CT', 10342, -1, 0, 0, 0, 0, 1131, 1132, 1133, 0),
(1090, 5, 3, 'Zenitsu', 'CT', 10278, -1, 0, 0, 0, 0, 1125, 1126, 1127, 0),
(1091, 5, 3, 'Nezuko', 'CT', 10311, -1, 0, 0, 0, 0, 1128, 1129, 1130, 0),
(1092, 24, 3, 'DIE', 'Bay không tốn KI', 10485, 11, 0, 0, 0, 0, -1, -1, -1, 0),
(1093, 5, 3, 'Cải Trang Super Caulifla', 'Phần thưởng dành cho TOP 1 sự kiện 20/11', 7023, 7055, 0, 0, 0, 0, 757, 691, 692, 0),
(1094, 5, 0, '\r\nĐô Đốc Hải Tinh Vân', 'Trái Đất', 10910, -1, 0, 0, 0, 0, 1186, 1193, 1194, 0),
(1095, 5, 1, 'Đô Đốc Hải Long Tinh', 'Namec', 10914, -1, 0, 0, 0, 0, 1188, 1196, 1197, 0),
(1096, 5, 2, 'Đô Đốc Hải Vân Tinh ', 'Xayda', 10911, -1, 0, 0, 0, 0, 1187, 1190, 1191, 0),
(1097, 5, 3, 'Đô Đốc Hải Tinh Vân', 'Khỉ hàng fake, sức mạnh giảm 50% so với khỉ real', 2238, -1, 0, 0, 0, 0, 198, 193, 194, 0),
(1098, 5, 3, 'Black Goku', 'Cải trang thành black goku', 5141, -1, 0, 0, 0, 0, 550, 551, 552, 0),
(1099, 29, 3, 'Cuồng Nộ Siêu Cấp', 'Trong vòng tối đa 10 phút +20% sức đánh gốc có thể dùng cùng item cấp 1', 10716, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1100, 29, 3, 'Bổ Huyết Siêu Cấp', 'Trong vòng tối đa 10 phút +20% HP có thể dùng cùng item cấp 1', 10714, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1101, 29, 3, 'Bổ Khí Siêu Cấp', 'Trong vòng tối đa 10 phút +20% KI có thể dùng cùng item cấp 1', 10715, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1102, 29, 3, 'Giáp Xên Siêu Cấp', 'Trong vòng tối đa 10 phút giảm 10% sát thương có thể dùng cùng item cấp 1', 10712, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1103, 29, 3, 'Ẩn Danh Đặc Biệt', 'Gần Như Không Tác Dụng Gì So Với Bản Thường', 10717, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1104, 5, 3, 'Mèo Kid Lân', 'KId', 11008, -1, 0, 0, 0, 0, 1198, 1199, 1200, 0),
(1105, 27, 3, 'Hộp đồ thiên sứ', 'Mở để nhận set thiên sứ kích hoạt tự chọn', 5007, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1106, 5, 3, 'Thần Goku', 'CT', 3883, -1, 0, 0, 0, 0, 389, 551, 552, 0),
(1107, 21, 3, 'Meo', 'Vật phẩm sự kiện', 10877, -1, 0, 0, 0, 0, 557, 558, 559, 0),
(1108, 27, 3, 'Hồn Berus', 'Sửa dụng để có đệ tử Brerus đệ tử sẽ cùng hành tinh với đệ trước khi đổi của bạn', 7356, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1109, 29, 3, 'Máy dò', '', 6464, -1, 1, 0, 100000000, 0, -1, -1, -1, 0),
(1110, 75, 3, 'Item Tester', '', 15048, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1111, 5, 3, 'Khỉ Black', 'Rank I', 2204, -1, 0, 0, 0, 0, 192, 193, 194, 0),
(1112, 5, 3, 'Khỉ Gold', 'Rank II', 2236, -1, 0, 0, 0, 0, 197, 193, 194, 0),
(1113, 5, 3, 'Khỉ Oranger', 'Rank III', 2242, -1, 0, 0, 0, 0, 200, 193, 194, 0),
(1114, 5, 3, 'Khỉ Whiter Ylerbo', 'Tuỵt sắk', 2238, -1, 0, 0, 0, 0, 198, 193, 194, 0),
(1115, 27, 3, 'Phiếu Áo', 'Chế tạo trang bị thiên sứ Xayda', 15241, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1116, 27, 3, 'Phiếu Quần', 'Chế tạo trang bị thiên sứ Xayda', 15242, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1117, 27, 3, 'Phiếu Găng', 'Chế tạo trang bị thiên sứ Xayda', 15243, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1118, 27, 3, 'Phiếu Giày', 'Chế tạo trang bị thiên sứ Xayda', 15244, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1119, 27, 3, 'Phiếu Rada', 'Chế tạo trang bị thiên sứ Xayda', 15245, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1120, 27, 3, 'Túi quà Tân Thủ', 'Mở ra ngẫu nhiên 1 món quà :3', 6466, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1121, 5, 3, 'Cumber Black', 'vihop', 11113, -1, 0, 0, 0, 0, 1204, 1205, 1206, 0),
(1122, 5, 3, 'Cumber Gold', 'vihop', 11145, -1, 0, 0, 0, 0, 1207, 1208, 1209, 0),
(1123, 5, 3, 'Ayser Fox', 'vihop', 2653, -1, 0, 0, 0, 0, 258, 259, 260, 0),
(1124, 5, 3, 'Kami Oren', 'vihop', 11242, -1, 0, 0, 0, 0, 1210, 1211, 1212, 0),
(1125, 5, 3, 'Zẻno', 'vihop', 14036, -1, 0, 0, 0, 0, 1213, 1214, 1215, 0),
(1126, 5, 3, 'Gojo', 'SooMe No Share', 16006, -1, 0, 0, 0, 0, 1216, 1217, 1218, 0),
(1127, 11, 3, 'Tester', 'vihop', 10639, 80, 0, 0, 0, 0, -1, -1, -1, 0),
(1128, 5, 3, 'Ăn trộm', 'vihop', 2254, 0, 0, 0, 0, 0, 201, 202, 203, 0),
(1129, 11, 3, 'Cành đào', 'VP DL', 10903, 81, 0, 0, 0, 0, -1, -1, -1, 0),
(1130, 11, 3, 'Cành mai', 'VP DL', 10899, 82, 0, 0, 0, 0, -1, -1, -1, 0),
(1131, 27, 3, 'Thay chiêu 2 3 đệ tử', 'Thay chiêu 2 3 đệ tử', 544, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1132, 11, 3, 'Cánh thiên thần', 'VP DL', 10603, 83, 0, 0, 0, 0, -1, -1, -1, 0),
(1133, 11, 3, 'Cánh thiên sứ', 'VP DL', 10602, 84, 0, 0, 0, 0, -1, -1, -1, 0),
(1134, 11, 3, 'Bóng heo', 'VP DL', 10706, 85, 0, 0, 0, 0, -1, -1, -1, 0),
(1135, 11, 3, 'Cánh ác quỷ', 'VP DL', 10694, 86, 0, 0, 0, 0, -1, -1, -1, 0),
(1136, 5, 3, 'Khỉ Ultra', 'Siêu Phẩm', 11518, -1, 0, 0, 0, 0, 1219, 193, 194, 0),
(1137, 5, 3, 'Khỉ Cấp I', 'Lever I', 2204, -1, 0, 0, 0, 0, 192, 193, 194, 0),
(1138, 5, 3, 'Khỉ Cấp V', 'Lever V', 2236, -1, 0, 0, 0, 0, 197, 193, 194, 0),
(1139, 5, 3, 'Khỉ Cấp VI', 'Lever VI', 2242, -1, 0, 0, 0, 0, 200, 193, 194, 0),
(1140, 5, 3, 'Khỉ Cấp VII', 'Tuỵt sắk VII', 2238, -1, 0, 0, 0, 0, 198, 193, 194, 0),
(1141, 24, 3, 'Blue flame', 'vihop', 15928, 15, 0, 0, 0, 0, -1, -1, -1, 0),
(1142, 33, 3, 'Thẻ Rồng Thần Namec', 'Mẹ thề làm con này lâu vãi nồn', 11048, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1143, 5, 3, 'Cải trang rồng thần Namec', 'vihop', 11048, -1, 0, 0, 0, 0, 2027, 2028, 2029, 0),
(1144, 27, 3, 'Điểm Chiến Lực', 'vihop', 16086, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1145, 11, 3, 'Top', '', 10678, 87, 0, 0, 0, 0, -1, -1, -1, 0),
(1146, 11, 3, 'die', '', 10678, 88, 0, 0, 0, 0, -1, -1, -1, 0),
(1147, 73, 3, 'Quả trứng hắc ám', 'Bên trong có chứa 1 vị thần', 15071, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1148, 11, 3, 'die', 'top', 10678, 89, 1, 0, 0, 0, -1, -1, -1, 0),
(1149, 72, 3, 'Atula Hỏa Linh', 'Chiến Linh', 14421, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1150, 72, 3, 'Atula Lôi Linh', 'Chiến Linh', 14433, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1151, 72, 3, 'Atula Kiếm Linh', 'Chiến Linh', 14435, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1152, 27, 3, 'Black ball 1s ', 'Sử dụng để tăng 5k sức đánh gốc vĩnh viễn', 7337, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1153, 27, 3, 'Black ball 2s', 'Sử dụng để tăng 100k HP gốc vĩnh viễn', 7338, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1154, 27, 3, 'Black ball 3s', 'Sử dụng để tăng 100k MP gốc vĩnh viễn', 7339, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1155, 27, 3, 'porata +3', 'Sử dụng để hợp thể với đệ tử + 10% chỉ số', 10411, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1156, 27, 3, 'porata +4', 'Sử dụng để hợp thể với đệ tử + 15% chỉ số', 10412, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1157, 11, 3, 'Cúp bóng vàng', 'Giúp tăng chỉ số bản thân', 10664, 91, 0, 0, 0, 0, -1, -1, -1, 0),
(1158, 5, 3, 'Hợp thể hắc ám', 'Queen', 13516, -1, 0, 0, 0, 0, 2045, 2046, 2047, 0),
(1159, 5, 3, 'Hợp td1', 'Queen', 13700, -1, 0, 0, 0, 0, 2048, 2049, 2050, 0),
(1160, 5, 3, 'Hợp nm1', 'Queen', 13800, -1, 0, 0, 0, 0, 2051, 2052, 2053, 0),
(1161, 5, 3, 'Hợp xd1', 'Queen', 13600, -1, 0, 0, 0, 0, 2054, 2055, 2056, 0),
(1162, 5, 3, 'Hợp td2', 'Queen', 12834, -1, 0, 0, 0, 0, 2057, 2058, 2059, 0),
(1163, 5, 3, 'Hợp nm2', 'Queen', 12865, -1, 0, 0, 0, 0, 2060, 2061, 2062, 0),
(1164, 5, 3, 'Hợp xd2', 'Queen', 12897, -1, 0, 0, 0, 0, 2063, 2064, 2065, 0),
(1165, 5, 3, 'CT Cheems', 'Queen', 11314, -1, 0, 1500000, 0, 0, 2033, 2034, 2035, 0),
(1166, 5, 3, 'avatar v1 ', 'Cải Trang', 15078, -1, 0, 0, 0, 0, 2006, 2007, 2008, 0),
(1167, 5, 3, 'avatar v2', 'Cải Trang', 15109, -1, 0, 0, 0, 0, 2009, 2010, 2011, 0),
(1168, 5, 3, 'avatar v3', 'Cải Trang', 15140, -1, 0, 0, 0, 0, 2012, 2013, 2014, 0),
(1169, 5, 3, 'avatar v4', 'Cải Trang', 15171, -1, 0, 0, 0, 0, 2015, 2016, 2017, 0),
(1170, 5, 3, 'die', '', 6192, -1, 0, 0, 0, 0, 699, 670, 671, 0),
(1171, 5, 3, 'picolo trum', 'Cải Trang', 8315, -1, 0, 0, 0, 0, 913, 914, 915, 0),
(1172, 21, 3, 'CHIKEN YELOOW', 'PET', 5224, -1, 0, 1500000, 0, 0, 557, 558, 559, 0),
(1173, 72, 3, 'pokemon1', 'Linh Thú', 15329, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1174, 72, 3, 'pokemon2', 'Linh Thú', 15327, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1175, 72, 3, 'pokemon3', 'Linh Thú', 15303, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1176, 72, 3, 'pokemon4', 'Linh Thú', 15325, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1177, 72, 3, 'pokemon5', 'Linh Thú', 15323, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1178, 72, 3, 'pokemon6', 'Linh Thú', 15317, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1179, 72, 3, 'pokemon7', 'Linh Thú', 15315, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1180, 72, 3, 'pokemon8', 'Linh Thú', 15313, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1181, 72, 3, 'pokemon9', 'Linh Thú', 15311, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1182, 72, 3, 'pokemon10', 'Linh Thú', 15309, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1183, 72, 3, 'pokemon11', 'Linh Thú', 15307, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1184, 72, 3, 'pokemon12', 'Linh Thú', 15305, -1, 0, 1500000, 0, 0, -1, -1, -1, 0),
(1185, 5, 3, 'Cumber Black', 'Cải Trang', 11113, -1, 0, 0, 0, 0, 1204, 1205, 1206, 0),
(1186, 5, 3, 'Cumber Gold', 'Cải Trang', 11145, -1, 0, 0, 0, 0, 1207, 1208, 1209, 0),
(1187, 5, 3, 'Ayser Fox', 'Cải Trang', 2653, -1, 0, 0, 0, 0, 258, 259, 260, 0),
(1188, 5, 3, 'Kami Oren', 'Cải Trang', 11242, -1, 0, 0, 0, 0, 1210, 1211, 1212, 0),
(1189, 5, 3, 'Zẻno', 'Cải Trang', 14036, -1, 0, 0, 0, 0, 1213, 1214, 1215, 0),
(1190, 5, 3, 'Batman', 'Cải Trang', 11040, -1, 0, 0, 0, 0, 2066, 2067, 2068, 0),
(1191, 5, 3, 'ironman', 'Cải Trang', 11080, -1, 0, 0, 0, 0, 2069, 2070, 2071, 0),
(1192, 5, 3, 'Abinus', 'Cải Trang', 13270, -1, 0, 0, 0, 0, 2072, 2073, 2074, 0),
(1193, 5, 3, 'ctjren1', 'Cải Trang', 11178, -1, 0, 0, 0, 0, 2075, 2076, 2077, 0),
(1194, 5, 3, 'ctjren2', 'Cải Trang', 11210, -1, 0, 0, 0, 0, 2078, 2079, 2080, 0),
(1195, 5, 3, 'zeno trái đất', 'Cải Trang', 13070, -1, 0, 0, 0, 0, 2081, 2082, 2083, 0),
(1196, 5, 3, 'zeno xayda', 'Cải Trang', 13135, -1, 0, 0, 0, 0, 2084, 2085, 2086, 0),
(1197, 5, 3, 'zeno namec', 'Cải Trang', 13237, -1, 0, 0, 0, 0, 2087, 2088, 2089, 0),
(1198, 5, 3, 'yellow super 1', 'Cải Trang', 13167, -1, 0, 0, 0, 0, 2090, 2091, 2092, 0),
(1199, 5, 3, 'yellow super 2', 'Cải Trang', 13200, -1, 0, 0, 0, 0, 2093, 2094, 2095, 0),
(1200, 21, 3, 'Pet Lân', 'PET', 7077, -1, 0, 1500000, 0, 0, 763, 764, 765, 0),
(1201, 5, 3, 'Robotor', 'Cải Trang', 4909, -1, 0, 0, 0, 0, 514, 515, 516, 0),
(1202, 21, 3, 'Pet buffolow black', 'PET', 7487, -1, 0, 1500000, 0, 0, 813, 814, 815, 0),
(1203, 11, 3, 'Among us Trái Đất cam', 'VP Đeo lưng', 7353, 47, 0, 1500000, 0, 0, 813, 814, 815, 0),
(1204, 11, 3, 'Among us Xayda xanh dương', 'VP Đeo lưng', 7354, 48, 0, 1500000, 0, 0, 813, 814, 815, 0),
(1205, 11, 3, 'Among us Namếc xanh lục', 'VP Đeo lưng', 7355, 49, 0, 1500000, 0, 0, 813, 814, 815, 0),
(1206, 11, 3, 'Cánh đen', '', 16051, 90, 0, 0, 0, 0, -1, -1, -1, 0),
(1207, 11, 3, 'Cánh bướm xanh', '', 16055, 91, 0, 0, 0, 0, -1, -1, -1, 0),
(1208, 5, 3, 'Khỉ Cấp II', 'Lever II', 2232, -1, 0, 0, 0, 0, 195, 193, 194, 0),
(1209, 5, 3, 'Khỉ Cấp III', 'Lever III', 2234, -1, 0, 0, 0, 0, 196, 193, 194, 0),
(1210, 5, 3, 'Khỉ Cấp IV', 'Lever IV', 2240, -1, 0, 0, 0, 0, 199, 193, 194, 0),
(1211, 11, 3, 'Cánh Quỷ Đỏ', '', 16100, 92, 0, 0, 0, 0, -1, -1, -1, 0),
(1212, 11, 3, 'Cánh Quỷ vàng', '', 16105, 93, 0, 0, 0, 0, -1, -1, -1, 0),
(1213, 11, 3, 'Cánh Màu đồng', '', 16095, 94, 0, 0, 0, 0, -1, -1, -1, 0),
(1214, 11, 3, 'Cánh thiên Thần 1', '', 16059, 95, 0, 0, 0, 0, -1, -1, -1, 0),
(1215, 11, 3, 'Cánh Thiên Thần ', '2', 16062, 96, 0, 0, 0, 0, -1, -1, -1, 0),
(1216, 11, 3, 'Cánh Thiên Thần 3', '', 16065, 97, 0, 0, 0, 0, -1, -1, -1, 0),
(1217, 11, 3, 'Cánh Hắc Ám 1', '', 16068, 98, 0, 0, 0, 0, -1, -1, -1, 0),
(1218, 11, 3, 'Cánh Dơi Xanh', '', 16072, 99, 0, 0, 0, 0, -1, -1, -1, 0),
(1219, 11, 3, 'Cánh Thép blue', '', 16077, 100, 0, 0, 0, 0, -1, -1, -1, 0),
(1220, 11, 3, 'Đao Thủy Thần', '', 16083, 101, 0, 0, 0, 0, -1, -1, -1, 0),
(1221, 11, 3, 'Đao Hỏa Thần', '', 16084, 102, 0, 0, 0, 0, -1, -1, -1, 0),
(1222, 11, 3, 'Kiếm Thủy Thần', '', 16085, 103, 0, 0, 0, 0, -1, -1, -1, 0),
(1223, 11, 3, 'ANIME PURPLE', 'VPDL limited', 16121, 104, 0, 0, 0, 0, -1, -1, -1, 0),
(1224, 11, 3, 'ANIME BLUE', 'VPDL limited', 16124, 105, 0, 0, 0, 0, -1, -1, -1, 0),
(1225, 11, 3, 'ANIME PRENIUM', 'VPDL limited', 16109, 106, 0, 0, 0, 0, -1, -1, -1, 0),
(1226, 11, 3, 'hallowin', '', 7395, 107, 0, 0, 0, 0, -1, -1, -1, 0),
(1227, 5, 3, 'Ak Quy', 'Ak Quy Ne', 11113, -1, 0, 0, 0, 0, 1204, 1205, 1206, 0),
(1228, 11, 3, 'Mèo hoàng thượng', '', 11163, 206, 0, 0, 0, 0, -1, -1, -1, 0),
(1229, 11, 3, 'Mèo hoàng thượng', '', 11163, 206, 0, 0, 0, 0, -1, -1, -1, 0),
(1230, 27, 3, 'TestTer', 'Mở ', 15002, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1231, 27, 3, 'TestTer', '', 15000, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1232, 27, 3, 'TestTer', '', 15001, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1233, 29, 3, 'Bình thuốc x2', 'Tăng x2 TNSM Sư phụ và Đệ Tử trong 30p', 16139, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1234, 29, 3, 'Bình thuốc x5', 'Tăng x5 TNSM Sư phụ và Đệ Tử trong 30p', 16140, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1235, 29, 3, 'Bình thuốc x7', 'Tăng x7 TNSM Sư phụ và Đệ Tử trong 30p', 16141, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1236, 27, 3, 'Danh Hiệu Đại Thần', 'Danh hiệu', 18139, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1237, 27, 3, 'Danh Hiệu Bé Ngoan', 'Tăng SĐ,  HP,  KI', 11007, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1238, 27, 3, 'Danh Hiệu Tuổi Ther', 'Tăng SĐ,  HP,  KI', 18140, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1239, 23, 3, 'Chân thiên tử Tân thủ', 'Vòng Hào Quang , vùng sáng ở chân', 10085, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1240, 23, 3, 'Chân thiên tử Tân binh', 'Vòng Hào Quang , vùng sáng ở chân', 10086, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1241, 23, 3, 'Chân thiên tử Chiến binh', 'Vòng Hào Quang , vùng sáng ở chân', 10087, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1242, 23, 3, 'Chân Mệnh Cấp 4', 'Vòng Hào Quang , vùng sáng ở chân', 10088, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1243, 23, 3, 'Chân Mệnh Cấp 5', 'Vòng Hào Quang , vùng sáng ở chân', 10089, 0, 0, 0, 0, 0, -1, -1, -1, 0),
(1244, 23, 3, 'Chân thiên tử Đặc biệt', 'Vòng Hào Quang , vùng sáng ở chân', 10090, 0, 0, 0, 0, 0, -1, -1, -1, 0),
